homw_ownership,income,dti,fico,loan_status
1,81000,22.53,705,1
1,68000,14.17,675,1
1,150000,24.03,670,0
0,32172,22.86,665,1
0,120000,20.13,665,1
1,30000,14.44,760,1
1,225000,8.25,700,1
1,80000,12.54,820,1
1,110000,15.82,660,1
1,86000,14,670,1
1,55000,14.03,705,1
1,45000,10.29,700,1
1,100000,20.41,665,1
1,64200,27.94,660,1
1,48000,20.35,705,1
1,120000,14.13,670,1
1,33000,29.34,670,0
1,75000,13.25,695,1
1,31000,13.3,660,1
0,70000,19.89,665,1
1,48000,25.29,770,1
1,40000,20.28,675,1
1,72000,19.78,660,1
0,120000,20.62,710,1
0,16584,27.5,685,1
1,40000,19.23,695,1
1,44000,29.02,715,1
0,60000,7.08,690,1
1,34000,33.49,705,1
1,65000,27,770,1
0,42000,16.86,660,0
0,125000,6.99,690,1
1,75000,17.31,735,1
0,290000,10.11,685,1
1,60000,15.54,715,1
1,41000,10.01,685,1
1,70000,21.52,665,0
1,45000,11.22,665,0
1,19000,20.72,685,1
0,66000,10.89,710,1
1,70702.8,14.43,705,0
0,65000,5.61,660,1
1,71000,23.07,690,1
0,50000,8.04,700,1
1,155000,25.31,710,1
0,55000,17.91,675,1
1,40000,22.05,745,1
1,62000,25.9,705,1
1,92000,20.99,670,1
1,68000,23.4,680,1
0,83200,20.16,670,1
1,80000,8.81,690,1
1,60000,19.46,685,0
0,42000,8.46,710,1
0,40000,9.6,690,1
0,27500,7.9,660,1
0,70000,10.03,675,1
1,130000,11.18,660,1
1,55000,20.05,680,1
0,200000,6.77,775,1
0,52000,30.17,675,1
1,110000,8.38,710,1
1,76000,27.18,690,1
0,55000,18.35,680,0
1,96000,12.24,690,1
0,73000,10.21,730,1
1,93000,24.75,760,1
1,55000,32.05,665,0
1,80000,17.99,660,1
0,65000,20.62,690,1
1,134000,6.32,705,1
1,105000,24.11,670,1
1,125000,14.12,700,1
1,60000,31.29,765,1
1,140000,19.86,660,0
1,49000,9.18,755,1
1,128973,20,730,0
1,65000,30.04,710,1
0,48400,22.29,680,0
1,45996,11.3,745,1
0,31000,33.88,705,1
1,63000,16.66,660,0
0,50000,23.72,660,1
1,32500,4.87,680,0
0,15600,12.08,680,1
1,25000,30.24,730,1
1,170000,9.59,680,1
0,185981,19.34,665,1
1,35000,11.99,675,1
1,140000,15.92,725,1
0,28200.96,20.17,680,1
1,10400,15.01,735,0
1,78000,17.34,665,1
1,52000,24.23,680,1
0,70000,23.1,665,1
0,130000,10.86,715,1
0,54044,9.26,700,0
0,35000,11.97,780,1
1,25000,15.5,700,1
0,90000,9.01,660,1
0,98000,13.63,685,1
1,75000,19.55,705,1
1,74000,14.56,765,1
1,350000,3.37,700,1
1,45000,8.56,665,1
1,129996,9.1,690,1
1,48000,5.85,740,1
0,60000,46.98,685,1
1,37000,23.81,695,1
0,42000,9.2,660,1
1,62000,27.02,695,0
0,94000,8.36,710,1
1,44284.68,30.17,700,1
1,80000,7.2,720,1
0,70000,6,680,1
1,65000,21.51,675,1
1,79000,21.05,740,0
1,230000,13.91,715,1
1,74000,16.84,715,1
0,23579.6,22.16,675,1
1,27000,27.42,690,1
0,117000,23.84,695,1
1,35000,14.75,695,0
1,63000,22.82,745,1
0,39634,34.8,660,1
1,40000,17.64,665,1
1,86000,15.82,660,1
0,42000,2.26,680,1
0,46500,13.29,675,1
1,67068,33.55,705,1
1,36000,27.9,660,0
1,101000,30.32,670,1
1,120000,6.36,685,1
1,65000,28.27,660,0
0,44064,19.04,755,1
0,45000,22.37,670,1
1,33500,17.34,715,1
0,87500,4.44,680,1
0,37000,31.43,705,1
1,75566.4,15.88,715,1
1,84000,6.7,675,0
1,60000,6.81,745,1
1,67197,16.86,685,1
1,50000,10.58,665,1
0,84000,17.13,665,1
1,55000,16.84,675,1
1,185000,14.89,695,1
1,70000,18.96,680,0
0,80000,10.54,695,1
1,60000,29.32,690,1
1,45000,7.07,685,1
0,29120,24.9,665,1
1,100000,19.75,665,1
1,113568,29.74,685,1
1,67820,20,745,1
0,91000,13.07,680,1
1,82000,11.47,700,1
1,75000,11.03,735,1
0,140000,1.59,665,1
1,144960,15.03,680,1
1,114000,25.17,690,0
1,75000,13.55,675,1
1,111384,32.9,715,1
0,48000,21.48,705,1
1,78000,24.56,680,1
0,12900,9.77,710,1
0,108000,5.27,695,1
0,55000,14.86,695,1
0,102000,11.35,725,0
1,69423,27.01,675,1
1,300000,8.16,725,1
1,76000,13.56,680,0
1,33000,18.44,665,1
0,63000,27.09,705,1
0,54236,31.49,690,1
0,60000,14.86,710,1
0,64000,27.47,670,0
1,45020,28.77,695,0
0,55000,23.72,690,0
0,46000,30.48,665,1
1,46000,16.1,775,1
1,54000,10.61,670,1
1,98000,19.34,765,1
1,71134,33.27,690,1
0,45000,25.44,670,0
1,140000,8.49,670,1
0,60000,15.62,680,0
0,84000,10.72,665,1
0,60000,24.34,660,1
0,44000,26.02,665,1
1,56000,23.53,675,1
1,84899,26.79,695,0
1,56000,15.71,705,1
1,70000,16.28,675,1
1,65000,16.04,725,1
0,75000,30.35,720,1
1,47000,33.96,665,0
1,105000,15.57,665,1
1,170000,11.76,720,1
1,90000,14.5,695,1
1,60000,9.52,705,1
1,57000,30.72,660,0
0,48000,24.45,690,0
1,70000,19.3,700,1
1,68000,17.17,680,1
0,65000,15.21,665,0
0,26400,24,685,0
0,52700,21.86,680,1
1,85000,21.26,690,1
1,105000,6.13,740,1
0,36899,6.73,700,1
1,65000,19.77,695,1
1,69000,14.45,665,1
1,55000,14.44,700,1
1,40000,14.43,670,0
0,60000,4.7,660,1
1,47840,12.12,685,1
1,34560,16.15,670,0
1,40000,10.83,820,1
1,78000,25.54,660,0
1,40000,14.52,670,1
0,52000,25.09,705,1
1,88000,16.71,660,1
1,64000,17.23,720,0
1,37000,23,670,1
1,110000,20.93,700,0
1,90000,6.23,720,1
0,78000,7.49,665,1
1,62000,13.69,675,1
1,37500,33.95,660,1
0,134600,10.44,690,1
1,120446,10.47,700,1
0,40000,31.59,695,1
0,50000,1.44,780,1
1,20000,36.25,665,0
1,75548,8.85,680,1
1,60000,8.52,750,1
1,52000,17.75,705,1
0,85000,15.78,705,0
1,75000,14.78,735,1
1,100000,28.45,720,1
1,65960,30.8,755,1
1,105000,30.87,680,0
0,86004,21.1,685,1
0,42000,21.2,725,1
0,25200,6.05,760,1
1,55000,16.76,700,1
0,49500,0.61,765,1
1,152000,6.64,755,1
0,63000,10.88,680,1
1,52000,33.6,695,0
1,37250,18.91,720,1
1,62000,19.03,730,1
1,37158.24,54.46,740,1
1,82500,21.44,680,1
0,58000,37.09,735,1
1,40000,15.75,675,1
1,82000,31.68,705,1
0,80000,33.09,665,0
0,55000,22.87,680,1
1,55000,9.47,675,1
1,60000,14.7,680,1
0,75000,23.65,660,0
0,100000,9.19,680,1
1,62000,34.22,680,1
1,110000,20.7,685,1
1,60000,31.08,735,1
1,47300,4.82,765,1
1,160000,2.18,695,1
0,57867,24.74,660,1
1,40000,28.62,690,0
0,26000,23.58,675,0
0,40400,28.79,715,0
1,93000,14.63,660,1
1,46800,16.85,665,1
0,26000,13.34,670,1
0,55000,18.61,660,1
1,78000,6.28,720,0
1,68598,31.53,665,1
1,85000,6.68,680,1
1,170000,16.54,750,1
1,89000,19.42,675,0
1,130000,13.98,710,0
1,85000,31.15,670,0
1,84000,7.83,665,1
1,202000,4.32,660,0
1,50000,20.92,725,1
1,435000,7.72,730,1
0,98800,27.64,745,1
1,45000,30.61,700,0
0,145000,10.01,670,1
1,78000,21.89,675,1
0,43500,22.95,685,1
0,86000,18.28,665,0
1,33000,24.44,795,1
0,50000,27.02,720,1
1,210000,4.53,755,1
0,125000,13.6,700,1
0,76000,23.1,760,1
0,36000,4.73,660,0
1,48000,15.7,690,1
1,159996,4.77,725,1
0,62000,29.89,675,1
1,82000,20.23,665,0
1,159000,6.24,680,1
0,28000,24.43,660,1
1,51630,39.05,730,1
1,50000,14.07,740,1
1,60000,36.12,680,0
0,64000,13.8,660,1
1,32400,11.11,785,1
0,110000,7.2,680,0
1,95000,19.57,725,1
1,65000,16.88,755,1
1,90000,14.27,800,1
1,50000,13.49,720,1
1,85000,5.41,755,1
0,25000,6.77,660,0
1,110000,12.73,715,1
1,114900,21.03,675,1
1,75000,17.12,695,1
0,50000,15.7,660,1
1,63000,23.31,800,1
0,50000,6.53,670,1
1,97000,10.94,680,1
1,65000,9.6,670,1
1,90000,12.32,735,1
0,27840,29.57,670,0
1,36000,0.33,660,1
1,125000,25.54,755,0
0,67000,16.08,665,1
1,70200,16.32,735,1
1,84000,14.21,670,1
1,64000,3.96,685,1
0,115000,19.14,710,1
1,68000,15.04,660,1
1,50000,17.55,660,1
1,41000,11.59,670,1
0,40000,31.77,675,0
0,35000,24.34,695,1
0,115000,12.73,705,1
0,42000,29.89,690,1
0,103860,20.06,710,1
0,65000,10.14,670,1
1,26000,23.12,665,1
1,109000,9.47,660,0
0,149653,10.47,730,1
1,50000,22.58,660,1
0,74000,13.69,720,1
1,38000,24.07,675,1
1,300000,5.44,795,1
1,116000,7.59,760,1
1,86790,14.88,755,1
0,150000,4.74,735,1
1,40000,32.55,735,1
1,40000,15.69,675,1
1,145000,6.41,755,1
1,100000,6.12,770,1
0,98000,14.91,720,1
1,93000,19.12,695,1
1,57000,17.33,695,1
1,30000,27.8,685,0
1,165000,28.57,660,1
1,54000,34.91,695,1
1,65000,22.51,710,0
1,86000,15.92,705,1
0,38000,19.17,685,1
0,67000,29.86,675,0
1,41836.2,23.18,680,1
1,180000,11.01,660,0
0,45000,34,725,0
0,35000,18.38,715,1
1,109000,13.8,685,1
1,65820,20.49,710,1
1,65000,24.91,735,1
1,180000,11.16,740,1
1,100000,16.62,715,1
1,102000,15.72,695,1
1,51892,34.02,660,0
1,49000,17.93,690,1
1,112000,12.75,665,1
0,42000,7.37,685,1
0,78000,25.11,680,1
1,75000,29.67,700,1
0,51000,6.75,695,1
1,70000,6.17,670,1
1,46000,22.12,715,1
1,68000,15.51,660,1
1,80000,14.93,665,0
0,45000,17.15,660,1
1,80000,17.55,660,1
1,28000,30.82,725,1
1,121000,12.66,680,1
1,65000,9.19,660,0
1,55000,6.96,790,1
1,60000,16.5,690,1
1,55000,18,700,1
0,75000,13.58,695,0
1,101000,13.63,725,1
1,120000,24.88,710,1
0,35000,33.09,705,1
0,42504,18.15,720,1
1,100000,8.28,675,1
1,117000,10.22,790,1
0,75000,6.99,675,0
1,62000,26.5,660,1
1,44000,7.99,665,1
0,66000,10.24,665,1
0,24000,15.45,680,1
1,85600,24.98,675,0
1,72000,9.87,695,1
1,85600,5.85,685,1
1,60000,22.4,685,1
0,62000,9.19,670,1
1,84000,28.32,695,1
0,90892,26.55,665,1
0,300000,8.6,715,0
0,75000,13.26,660,1
1,38000,27.2,715,1
1,130000,17.44,695,1
0,40000,32.37,690,1
0,40000,24.27,670,1
1,45865,5.97,735,0
1,73691.2,17.92,725,1
0,38400,26,720,0
0,30000,9.04,675,0
0,36000,27.1,675,0
0,70000,16.77,735,1
0,75000,18.86,715,1
1,26000,19.39,680,1
0,54000,31.22,685,1
0,35000,6.24,675,1
1,88000,15.72,725,1
1,85000,0.89,815,1
1,57000,28.69,700,1
1,50000,24.42,670,1
1,70000,23.14,780,1
1,70000,19.15,695,1
1,90000,22.09,670,0
0,36300,18.41,675,1
0,63000,10.23,740,1
1,100000,16.71,695,1
1,43000,13.2,715,1
1,118000,9.11,790,1
1,60000,19.48,715,1
0,56380,13.07,690,1
0,48000,18.25,675,1
1,75000,11.98,720,1
1,40500,17.13,730,1
1,56000,4.2,775,1
1,23520,10.77,715,1
1,75000,16.06,720,1
1,60000,22.27,725,1
1,60000,11.04,705,1
0,90000,13.47,670,1
1,60000,10.4,705,1
1,55000,20.21,670,1
0,78000,16.51,670,1
0,53500,4.87,685,0
1,34320,11.15,685,1
0,76000,0.24,675,1
0,102000,19.47,675,1
0,54000,25.73,680,1
1,37000,18.46,735,0
1,36000,25.83,690,0
1,350000,16.15,745,1
0,75000,31.46,750,1
1,32000,21.6,685,1
1,85000,20.71,660,1
1,84000,1.89,665,1
1,110000,9.02,750,1
1,105000,8.45,820,1
1,36293,30.55,740,1
1,20000,10.14,660,0
1,85000,23.68,695,1
0,20000,22.93,680,0
1,90000,8.53,665,1
0,47000,16.62,710,1
0,25000,16.61,665,1
1,26000,19.94,660,0
1,59000,14.67,675,1
1,100000,32.1,675,0
1,69000,3.06,660,1
1,98100,0.98,690,1
0,84000,9.56,690,1
1,68000,22.2,685,1
0,38696.4,3.72,710,1
0,50000,33.44,705,1
1,84000,6.67,660,1
1,55000,18.72,680,1
1,50000,8.21,660,1
0,45000,24.64,720,1
0,68000,33.67,690,1
0,48000,13.37,700,0
1,85000,19.13,680,1
1,11000,24.98,725,1
1,65728,8.42,740,1
0,57000,17.1,660,1
1,54000,11.4,690,1
1,50000,15.96,700,0
1,64000,18.92,690,1
1,60000,26.22,700,0
0,135000,13.3,670,1
1,152500,16.34,685,1
1,115000,9.41,675,1
0,26312,29.15,670,1
1,61000,20.62,660,0
0,30000,2.12,695,1
0,70000,24.66,695,1
1,30000,25.4,695,1
1,72000,26.58,765,1
1,53000,10.62,700,1
1,31000,22.45,685,1
1,104000,12.67,675,1
1,85000,29.07,665,0
1,60000,24.5,695,0
1,42000,20.63,690,1
0,58000,28.44,680,1
1,60000,16.81,695,1
1,70000,15.84,665,1
1,105000,20.05,695,1
1,87000,6.61,675,1
1,85000,18.06,795,0
0,29000,22.75,695,1
0,85000,21.83,680,0
1,125000,6.65,665,1
0,73900,26.52,735,1
1,60000,10.32,820,1
1,95000,27.27,670,0
1,75000,22.98,690,1
0,73400,13.55,680,0
1,96000,20.44,670,1
0,110000,16.35,700,1
0,44000,32.17,710,1
1,98600,11.61,690,1
1,62548,14.83,690,1
1,77000,19.51,670,0
1,64000,8.89,670,1
0,32000,15.94,670,0
0,55000,2.95,790,1
0,150000,17.4,690,1
0,42000,10.43,660,0
0,38376,23.08,720,1
1,45700,22.3,660,0
1,52000,24.37,695,1
1,101000,16.2,660,0
1,35000,5.25,700,1
1,73737,13.85,705,1
0,102000,15.81,735,1
1,65000,26.2,715,1
1,150000,16.37,715,0
0,90000,13.81,690,1
1,46000,27.23,685,1
1,67473,17.09,690,1
1,57000,28.53,695,0
1,80000,18.54,665,0
0,45760,10.25,710,1
1,42000,17.03,675,1
1,45614,3.05,700,1
1,38000,9.57,660,1
0,84400,17.36,675,0
0,21514,15.51,700,1
1,38900,10.06,695,1
1,55000,32.75,680,0
0,26000,17.5,670,0
1,97250,17.44,685,1
1,300000,16.29,710,0
0,40000,13.89,675,1
0,15000,10.24,720,1
1,50000,30.34,730,1
1,67000,12.17,660,1
0,40000,33.15,685,1
0,55000,5.44,660,1
0,49000,12.76,710,1
1,150000,21.61,690,1
0,21466,34.34,800,1
0,70000,11.55,695,1
1,35000,30.32,660,1
1,47753,28.83,720,1
1,55000,6.24,805,1
1,90000,6.48,790,1
0,85000,22.92,670,1
1,135700,20.61,720,1
0,110000,17.14,720,1
0,38000,29.82,675,0
0,42500,11.27,700,1
1,80000,11.34,665,1
0,26000,27.38,670,1
0,25000,25.68,665,1
1,100000,20.07,715,1
0,45000,24.29,720,1
1,91200,15.51,815,1
1,82319,7.42,720,1
0,76000,17.83,695,1
1,60000,18.42,670,1
1,180000,18.22,800,1
1,70000,5.52,675,1
0,85700,18.12,660,1
0,35000,22.63,695,0
0,33000,11.49,670,1
1,112000,24.87,665,1
1,44000,14.43,740,1
1,114000,8.87,690,1
1,62000,14.35,695,0
0,46000,6.91,705,1
1,90000,24.93,715,1
0,85000,15.16,735,1
1,85000,17.15,685,1
1,34150,15.04,685,0
1,54000,23.2,675,1
1,55000,7.15,705,1
1,200000,5.59,770,1
1,125000,25.94,695,1
1,105000,12.88,660,1
1,75000,9.47,790,1
0,78000,12.31,660,1
0,90000,13.52,695,0
1,125000,17.44,730,1
1,47000,27.04,695,0
1,55000,5.26,755,1
1,35000,19.77,740,1
0,48000,33.78,705,1
1,73242,19.91,725,1
1,83000,19.58,720,1
0,62000,29.37,685,1
0,97000,8.36,660,1
1,80000,26.58,690,1
1,100000,18.54,665,1
0,50000,12.05,705,1
0,53000,13.36,665,1
0,37000,12.03,680,1
1,75000,28.67,720,0
0,29700,25.86,680,1
0,70000,15.79,675,0
0,55000,25.22,690,1
0,70000,4.65,710,1
1,65000,9.22,740,1
1,59400,21.23,710,0
1,120000,22.24,720,1
0,65000,32.15,670,1
0,76800,15.13,680,1
1,75000,9.86,665,1
0,42000,14.29,670,1
0,36500,10.39,670,0
1,64500,16.12,660,1
0,72000,23.08,675,1
0,44195.13,8.85,665,1
0,39000,13.11,680,0
1,65000,20.11,730,1
1,60000,28.13,710,0
1,45000,14.43,670,1
0,45000,22.67,715,0
1,52000,17.17,755,0
1,100000,13.94,710,1
0,60000,11.78,685,1
1,72000,26.99,690,1
0,57000,25.16,690,0
0,72000,22.26,710,1
1,52000,25.62,695,0
0,34000,30.08,715,1
1,98000,21.38,680,0
1,58000,10.49,680,1
1,35000,34.43,660,1
1,124897,24.08,700,1
0,33000,30.36,675,0
0,20400,32.12,665,1
0,27000,29.82,665,0
0,71490,23.62,700,1
0,45000,20.27,695,1
0,60000,11.24,665,1
0,19200,14.25,695,1
1,104000,9.53,690,0
0,43000,8.65,680,1
0,68000,12.97,795,1
0,55000,4.73,685,1
1,90000,26.64,660,1
0,60000,18.2,680,1
0,40000,14.88,665,0
0,110000,24.42,680,0
0,65000,20.14,705,0
0,70000,31.9,710,1
0,31000,21.75,670,1
1,57408,19.21,700,1
1,40000,30.42,725,1
0,75000,21.18,690,1
1,84000,12.69,710,1
1,114000,8.42,675,1
0,106000,25.58,700,1
1,45000,33.41,710,0
1,79000,16.89,690,1
1,96000,23.29,705,1
0,50000,11.55,705,1
1,85000,1.76,790,0
1,80000,2.24,660,1
0,90000,18.33,710,1
1,65000,15.62,715,0
0,65000,17.97,690,1
1,37000,22.09,680,1
1,70000,32.45,735,1
1,27000,0,690,1
0,65000,21.94,665,1
0,71197.44,14.73,720,1
1,66000,22.87,660,1
1,35000,27.81,710,0
0,40000,13.02,685,1
0,53000,12.16,700,1
1,164850,22.23,660,1
0,54000,9.44,665,1
0,120000,3.33,730,1
0,34000,7.48,660,0
1,92000,9.8,680,1
0,47000,20.81,715,1
1,35000,28.09,705,1
1,198000,8.23,700,0
1,87000,26.59,700,0
1,65200,10.16,680,1
0,125000,9.84,665,0
1,60000,6.62,690,0
1,43000,9.49,765,0
1,96000,11.01,680,1
1,69684,3.6,710,1
1,83000,3.12,660,1
0,28000,19.93,705,1
1,44000,32.26,695,1
1,70000,5.47,660,1
1,74000,24.08,695,1
1,50000,28.78,740,1
1,75000,15.04,715,1
1,39700,24.64,675,1
0,25000,27.41,710,0
1,24000,28.7,695,0
1,114000,7.8,720,1
0,80000,14.14,675,1
0,85000,14.15,665,1
1,110000,19.9,705,1
0,20000,21.01,680,1
1,54000,22.51,730,1
1,73000,19.68,680,1
0,135000,19.72,670,0
1,62000,25.78,680,1
0,60000,26.07,665,1
0,119000,11.57,705,1
0,50000,17.52,785,1
0,85000,19.23,665,1
0,15000,22.98,715,1
1,141800,18.69,660,1
1,90000,16.4,685,1
0,41000,25.38,690,0
0,48000,24.3,675,0
1,85000,30.64,700,1
0,50000,6.86,730,1
0,32000,21.41,760,1
1,60000,6.9,795,1
0,27800,26.03,660,0
0,35000,5.59,660,1
1,120000,14.58,735,1
0,125000,17.12,675,1
0,51072,14.38,700,1
1,85000,21.5,720,1
1,140000,11.03,705,0
1,87850,13.59,685,1
0,60000,7.9,715,1
1,38000,26.75,660,0
0,31900,17.68,680,1
1,89000,30.53,685,1
0,55000,16.32,695,0
1,157000,10.16,735,0
0,50000,22.37,710,1
1,205000,9.59,665,0
0,125000,27.63,690,1
0,180000,7.05,755,1
0,34000,15.71,690,0
1,125000,10.92,705,0
1,107000,12.17,670,1
1,85000,12,690,1
1,110000,29.11,735,1
1,117000,13.84,675,1
1,72000,16.05,685,1
1,63000,16.13,695,1
1,72000,10.98,775,1
0,93000,32.66,800,1
1,44969.6,11.88,675,1
1,111000,17.66,820,1
1,45000,14.77,690,1
1,65000,6.22,660,1
0,78000,27.22,750,0
0,120000,7.73,690,1
0,75000,7.44,685,1
1,45000,29.89,675,0
0,68400,18.68,685,0
1,51830,3.5,675,1
1,54000,20.89,685,1
1,40000,10.13,700,1
0,148000,8.44,695,1
0,120000,20.71,670,0
0,38000,15.79,690,0
1,56500,12.7,680,1
0,71000,9.45,670,1
0,40000,13.46,675,1
0,43200,11.92,675,1
1,36000,22.74,705,1
1,75000,19.1,700,1
1,90000,12.21,720,1
1,275000,4.28,725,1
0,52000,22.85,665,1
0,120000,13.27,675,0
1,43000,15.33,705,1
1,55269.12,36.48,695,0
1,85000,17.62,725,1
1,40000,19.16,690,1
0,75000,34.59,685,1
0,21000,29.31,680,1
0,61400,16.97,705,0
0,100000,15.84,685,1
1,102000,5.85,670,1
1,70000,18.12,685,1
0,120000,3.19,665,1
1,75000,13.89,710,1
1,90000,22.82,665,0
0,70000,13.2,660,1
0,50000,9.27,680,1
1,275000,16.27,765,1
1,42000,17.31,685,1
0,50000,13.51,670,1
0,55000,12.74,715,0
1,70000,11.98,695,1
1,45000,5.97,660,1
0,75000,28.74,665,0
0,84000,29.21,715,1
1,135000,21.31,705,1
1,28000,28.93,665,1
1,45000,18.54,705,1
1,75000,22.29,690,1
1,55000,18.94,675,0
1,61000,10.21,760,1
1,55000,26.95,665,1
0,42000,23.46,695,1
0,43000,8.48,680,0
1,100000,13.64,670,1
1,50000,6.79,740,1
1,121000,17.96,690,1
1,19015,14.96,680,1
0,30000,20.44,670,1
0,45000,4.77,715,1
1,125000,10.27,705,1
0,52000,12.79,680,1
1,52000,37.32,680,0
1,60000,31.82,680,1
0,33708,23.96,700,1
1,100000,19.33,660,0
1,161000,19.68,685,1
1,85000,13.53,690,1
0,62000,28.12,685,1
1,89602,20.17,785,1
1,80000,14.15,665,1
1,55100,30.54,660,1
1,63000,9.58,695,1
1,85000,24.06,705,1
0,67000,9.47,660,1
1,49000,22.09,690,1
0,96000,15.1,695,1
1,100000,14.78,745,1
1,80000,6.78,685,1
0,68000,15.32,685,1
0,37392,30.79,660,1
1,35000,12,685,0
1,136000,24.79,705,1
1,100000,19,685,1
1,50000,15.53,720,0
1,120000,20.18,700,1
1,79000,24.05,665,1
1,50000,32.54,670,0
0,60320,12.81,710,1
1,82000,22.08,730,1
1,135000,14.93,695,1
0,66950,7.42,695,1
0,50000,19.42,685,1
0,75000,29.15,680,1
1,25000,15.17,680,1
1,57700,15.9,700,1
1,38000,28.4,690,0
1,42000,20.43,710,1
1,82526.22,21.94,670,0
1,50000,22.11,690,1
0,26000,29.27,660,0
0,32240,24.13,670,1
1,380000,12.26,715,1
0,35360,12.49,720,1
1,67000,6.22,725,1
1,157000,15.17,700,1
1,50000,34.59,690,0
1,98000,10.41,705,1
0,35000,34.84,685,1
1,60000,11.74,685,1
0,35100,27.26,705,1
1,130000,12.63,715,1
0,35000,2.5,745,1
0,95000,14.83,670,1
1,53000,14.47,715,1
0,45000,29.41,675,1
1,60000,31.67,675,1
0,80000,32.93,670,0
1,110000,19.6,730,1
0,40000,16.35,670,0
1,70000,29.73,700,0
1,70000,32.95,700,1
1,120000,15,680,1
0,46500,16.59,785,0
0,150000,6,690,1
1,42000,26.09,775,1
1,85000,16.87,720,1
1,80000,18.6,675,1
0,43000,23.94,695,0
1,100000,22.55,725,1
0,106000,20.29,680,0
0,35000,11.15,675,1
1,37380,17.28,660,0
1,106700,19.65,690,0
0,64000,23.36,675,1
0,60000,7.42,720,1
1,112000,29.19,670,1
1,82000,4.77,685,1
1,36000,13.43,685,1
1,50000,36.97,710,1
1,75000,14.98,695,1
0,250000,9.99,665,1
0,40000,25.18,755,1
0,50000,29.98,660,0
1,63440,17.35,705,1
1,45000,25.63,675,0
1,110000,13.86,720,1
1,110000,7.76,740,1
1,50000,4.76,695,1
1,76000,17.76,740,1
0,55000,24.5,695,1
1,80000,23.9,690,1
1,49000,6.37,725,1
1,47300,33.49,680,1
1,42000,16.51,680,1
0,35000,18.31,665,1
0,44000,15.3,690,0
1,70000,31.02,660,1
0,24000,5.9,675,1
0,95000,16.66,670,1
1,48000,25.23,670,0
1,45000,21.23,730,1
0,128000,9.66,670,1
0,60000,4.22,730,1
0,26136,34.25,705,1
1,194000,2.96,790,1
1,69204,16.47,695,1
1,49500,27.18,735,1
0,51000,17.51,720,1
0,54426.97,24.59,665,0
0,55000,22.61,665,1
0,60000,16.6,675,1
1,68000,38.19,665,0
0,37000,5.38,670,1
0,60000,25.56,690,0
1,67000,18.35,700,1
0,99000,6.69,720,0
1,150000,17.63,680,1
1,130000,22.15,665,0
0,44000,2.75,755,1
0,48000,18,665,1
0,50000,18.36,675,1
0,40004,33.06,695,1
0,90000,14.76,675,1
1,98005,19.86,700,1
0,23000,32.46,670,0
0,65000,33,670,0
0,80000,14.35,700,1
0,60000,9.72,685,1
1,110000,27,690,0
0,55000,6.13,680,1
1,82000,11.78,665,1
0,26000,35.6,670,0
1,86400,26.71,740,1
0,18000,28.73,695,0
1,70000,19.16,665,1
1,80000,20.76,710,1
1,55000,17.64,715,1
0,150000,4.34,705,0
0,104000,9.52,665,1
0,55000,26.71,715,1
1,75000,19.3,785,1
1,60000,22.58,675,0
1,105000,20.94,660,1
1,93000,25.69,715,1
0,110000,2.62,660,1
0,40000,6.66,660,1
1,27000,19.38,690,1
1,50000,5.16,745,0
1,48000,17.18,665,1
1,46000,20.85,710,1
1,89000,17.87,660,1
1,70000,25.08,715,1
0,62000,15.39,670,0
1,40000,15.51,685,1
1,30000,15.76,710,1
1,45000,22.29,675,1
