homw_ownership,income,dti,fico,loan_status
0,35360,34.89,670,1
1,75000,14.85,695,1
0,101000,18.98,730,1
1,120000,28.79,720,0
1,45500,19.76,670,1
1,85000,18.11,755,1
1,50000,28.66,685,0
1,40000,17.01,675,0
1,110000,22.9,725,1
1,145000,19.44,785,1
1,120000,10.93,710,1
0,78000,18.58,690,1
1,72000,18.79,685,1
1,63000,29.9,665,1
0,45000,18.06,685,1
1,63440,26.69,745,1
0,68000,20.27,670,1
0,75000,3.87,705,0
1,105000,7.02,685,1
1,95000,15.37,690,1
0,98000,15.44,670,1
1,180000,11.75,720,1
1,168500,12.86,665,1
1,112000,12.26,675,1
1,54000,14.36,690,1
0,27000,24.58,675,0
1,65000,20.03,665,1
0,62000,20.94,665,0
1,60000,11.4,720,1
0,160000,23.74,705,1
0,120000,1.13,765,0
1,75000,21.98,735,1
1,62500,9.64,765,1
1,71000,5.28,700,1
1,45000,6.96,695,1
1,84000,20.98,710,1
1,585000,9.78,680,1
1,50000,19.6,720,1
1,72000,25.78,780,1
0,75000,29.73,675,0
1,56000,19.03,670,1
0,48000,25.1,665,0
0,76000,11.56,735,1
1,43000,28.47,685,1
1,29635,12.72,705,1
1,50000,18.34,660,1
1,120000,16.11,690,1
1,68000,22.08,660,0
0,117000,7.07,660,1
0,45000,17.97,680,0
1,123023,10.11,755,1
0,40000,15.57,705,1
0,50000,15,755,1
1,100000,21.54,725,0
1,69735,25.06,715,1
0,72500,18.9,695,1
1,88000,16.38,705,1
1,75000,30.43,725,1
0,105000,8.9,755,1
1,57000,8.42,695,1
1,73210,27.72,740,0
1,111000,19.23,705,1
1,100000,14.87,685,1
1,38000,5.59,740,1
1,100000,20.6,705,1
1,70000,20.51,680,1
0,58000,22.68,725,1
1,100000,13.32,780,1
1,41000,1.87,730,1
1,39000,30.1,710,1
1,36000,24.53,685,1
0,70000,23.49,665,0
0,50820,27.67,670,0
1,66000,20.36,750,1
1,40000,25.56,775,1
0,92000,9.2,660,1
1,100000,30.04,755,1
1,60000,20.38,675,1
1,65000,23.25,680,0
1,36000,34.21,680,1
1,62000,15.27,695,1
1,84000,13.63,725,1
1,68000,12.9,665,1
0,76200,29.75,715,1
1,90000,16.71,670,1
1,60000,29.44,715,1
1,42000,9.23,680,1
0,68000,18.74,665,0
0,83000,9.57,660,0
1,110000,21.04,685,1
1,189000,24.74,735,1
1,82048,10.12,695,1
1,230000,28.59,665,0
0,32000,25.13,680,1
0,38000,20.56,665,0
1,85000,21.49,705,1
0,28000,27.64,670,1
0,39996,0,685,1
1,130000,19.29,800,1
1,100000,9.55,780,1
1,210000,7.94,680,1
0,89000,6.97,720,1
1,80000,11.93,665,1
0,74500,11.17,745,1
1,48000,18.03,695,0
0,70000,25.42,715,1
1,100000,18.78,680,1
1,51120,6.17,660,0
1,104255,9.6,690,1
0,80000,10.67,755,1
1,88000,16.41,685,1
1,98000,4.32,685,1
0,70000,13.49,705,1
1,43000,9.63,685,1
1,100796,22.52,675,1
1,65000,22.52,720,1
0,50000,23.72,675,1
1,175000,12.81,710,1
1,110000,15.94,710,1
1,95000,16.72,695,1
0,56000,26.16,665,1
0,91000,14.18,670,1
1,75000,29.76,670,0
0,40000,6.78,680,1
0,54000,13.93,730,0
0,36000,22.1,665,0
0,80000,9.27,680,0
0,80000,2.87,785,1
1,65000,14.19,790,1
0,60000,17.68,665,1
1,110000,21.15,680,0
1,250000,9.13,670,0
0,40000,25.86,660,0
0,40600,20.96,670,1
1,80000,12.39,710,1
0,52000,20.03,660,0
1,55000,18.96,720,1
1,62000,4.68,680,0
0,49639.62,21.39,675,1
0,70000,5.45,670,1
0,50000,26.56,660,1
0,46000,14.24,670,1
0,24000,25.15,720,1
0,31000,26.75,660,0
0,22296,23.57,715,1
1,150000,8.59,735,1
1,33862.4,24.14,670,1
0,24000,10.47,660,1
1,140000,15.64,690,1
1,60000,25.98,710,1
0,60000,4.85,685,1
1,100000,9.65,680,1
1,50000,18.36,685,1
1,77128.87,29,705,0
0,90000,18.31,775,1
1,230000,9.8,715,1
1,218000,8,675,1
0,110000,8.36,670,1
0,101000,11.02,665,0
1,45000,28.53,705,0
1,82000,16.07,690,0
1,70000,11.79,735,1
1,75000,35.25,675,0
1,100000,22.1,680,1
0,82000,10.97,700,0
0,24000,12.25,665,1
1,55000,13.83,675,1
1,65000,16.06,680,1
1,50000,9.19,705,1
1,140000,14.44,660,1
0,43000,18.62,680,1
1,82140,14.43,770,1
0,9360,24.36,665,0
0,65000,8.81,705,1
0,86000,18.56,730,0
1,45000,6.72,690,0
0,42000,10.8,665,1
0,155000,11.7,720,1
1,38000,37.27,705,0
0,49000,23.31,660,0
0,65000,14.37,670,1
0,36000,9.53,750,1
0,52000,21.76,675,1
0,82000,3.51,730,1
0,57000,24.17,665,1
1,50000,9.49,715,1
0,33000,20.29,695,1
0,385000,7.57,690,1
0,60000,20.32,670,1
1,110000,29.58,670,1
1,64000,4.82,715,1
1,66420,7.1,665,1
1,60000,6.8,695,1
1,38579,27.15,705,1
1,76000,14.18,680,1
0,58000,27.48,780,1
1,110000,27.09,670,0
1,66200,33.09,700,1
1,180000,7.59,670,1
1,70000,29.44,780,1
1,55000,25.57,730,1
1,73000,20.66,735,0
0,98000,25.84,695,1
1,65000,8.1,680,1
1,129000,7.86,675,1
1,65000,11.13,665,1
0,120000,33,660,0
0,58000,12.06,700,1
1,225000,18.82,705,1
1,97000,25.43,670,0
0,72000,17.32,660,0
0,63000,23.22,690,1
0,48000,23.45,700,1
1,65500,5.19,720,1
0,91000,19.52,700,1
0,41600,22.52,665,0
1,70500,14.6,670,1
1,55000,28.78,660,0
1,111000,16.22,690,0
1,76000,15.65,705,1
1,115000,23.54,685,1
1,147000,18.02,660,1
1,62000,21.52,675,1
0,42000,17.37,675,0
1,45000,28.11,725,1
0,36589,29.22,670,0
1,145000,14.03,730,1
1,125000,19.12,695,1
0,65000,10.16,690,1
1,50000,13.34,725,1
1,40000,21.84,725,1
1,120000,21.5,665,1
1,80000,18.71,690,1
1,150000,19.78,675,1
1,169000,20.07,670,1
0,40000,8.34,665,1
1,43000,11.53,675,1
1,109000,17.38,660,1
1,54000,16,670,1
0,110000,12.38,675,1
0,115000,12.05,695,1
1,137200,25.26,665,0
1,51000,14.66,705,1
0,40000,30.99,700,1
0,150000,9.9,685,1
1,52300,24.55,740,1
0,38244,19.71,740,1
1,137000,10.2,720,1
1,89000,18.52,665,1
1,25000,28.47,765,1
0,60000,31.63,665,1
1,32800,35.38,665,0
1,40000,28.74,710,1
1,300000,13.09,720,1
1,40000,14.4,685,1
1,90000,9.04,790,1
0,65000,14.36,680,1
0,50000,16.49,740,1
1,35000,10.29,685,1
0,9828,8.18,680,1
0,35000,26.78,720,1
0,140000,13.47,710,1
1,70000,5.6,665,1
1,93000,15.37,700,1
1,35000,16.05,700,1
0,75000,11.44,665,1
0,32000,16.8,680,1
0,58000,15.46,670,1
0,70000,19.74,685,1
1,42000,31.44,690,1
1,70000,26.04,660,0
1,180000,9.12,675,1
1,125000,16.71,695,1
0,68000,26.72,710,1
1,70000,17.04,720,1
1,130000,15.1,745,1
0,113000,10.09,690,1
1,62000,0.97,660,1
1,100000,20.68,675,0
1,75000,24.02,700,1
1,50000,15.75,705,0
1,86000,14.9,690,0
0,133000,23.12,715,1
1,50000,21.03,675,1
0,48000,5,690,1
1,80000,13.9,785,1
0,40000,23.88,685,1
0,76000,36.43,680,1
0,47000,19.88,770,0
1,35000,10.39,720,1
1,50000,17.4,760,0
0,250000,10.43,675,1
0,25000,25.54,660,1
1,98000,29.34,700,1
1,100000,6.43,765,1
0,62000,11.54,685,1
1,65000,22.54,680,1
1,93696,14.96,680,1
0,48000,14.23,695,1
1,69000,22.78,685,1
0,55000,25.88,670,0
0,32567,22.19,660,0
1,110000,23.26,680,0
1,43000,25.96,765,1
0,80000,19.53,665,1
1,140000,14.26,700,1
1,65000,17.63,745,1
1,140000,18.71,720,1
1,49000,11.38,720,1
1,100000,17.14,700,0
0,42000,17.51,685,1
1,100000,11.27,745,1
1,53000,27.74,685,1
0,83000,8.15,675,1
1,65000,23.35,700,1
1,54000,17.59,680,1
1,55000,20.34,700,1
0,25000,3.6,700,1
0,95000,18.88,680,1
1,70000,16.58,665,1
1,624000,8.86,690,1
1,68567,18.81,700,0
0,83000,21.36,715,1
0,42000,30.2,750,1
1,68000,3.6,680,1
1,35000,21.47,695,0
1,50000,21.56,660,1
1,43000,13,690,1
0,50000,13.71,700,1
1,36000,29.9,680,1
0,90000,21.81,665,0
0,80000,7.03,705,1
1,50000,1.94,755,1
1,60000,34.58,690,0
1,36000,13.9,700,1
0,57000,24.55,740,1
1,130000,13.3,710,1
1,57000,19.05,715,1
1,85000,13.73,710,1
0,74400,29.7,690,0
1,39000,9.63,690,1
1,107000,8.4,665,1
1,73226.34,28.14,715,1
0,50000,21.65,690,1
0,70000,6.1,670,1
0,240000,4.99,710,1
1,64000,33.19,670,0
1,76340,16.59,700,1
1,78000,7.74,660,1
1,54000,13.82,685,1
1,42750,15.67,685,1
1,168000,7.23,660,1
1,125000,19.59,680,1
1,98000,14.13,695,1
1,133350,21.08,675,1
0,60000,24.13,685,1
0,50000,28.02,705,1
0,45000,34.88,690,1
1,90000,5.67,730,1
1,66000,24.29,715,1
1,50000,11.83,700,0
1,71000,14.23,710,1
0,60000,13.16,675,1
0,85000,12.48,705,1
1,65000,27.84,675,0
1,57500,12.42,750,1
0,312418,3.53,805,1
0,51900,26.33,675,1
1,180000,8.58,660,1
0,36100,12.17,705,1
1,90000,1.49,770,1
0,70000,6.15,700,1
1,106000,15.88,685,1
1,78000,5.89,680,0
0,41200,32.36,660,0
1,89900,13.13,675,1
0,70000,6.12,730,1
0,120000,8.25,670,1
1,35000,27.3,700,1
1,99000,19.53,680,1
0,62000,17.23,665,1
1,102000,9.07,710,0
0,62000,13.84,700,1
0,100000,18.13,740,1
0,72000,18.37,670,0
1,95000,17.78,680,1
1,100000,14.68,690,1
1,39600,18.43,685,1
1,84000,2.99,695,1
1,80000,25.46,685,0
1,88000,19,700,1
1,55000,10.52,680,1
0,52000,20.44,685,1
1,68000,28.42,670,1
0,38000,12.52,685,0
1,24000,22.05,660,1
0,35000,25.24,755,1
1,95000,37.28,685,0
1,71000,13.51,715,1
0,30000,14.73,680,1
1,114000,8.94,700,1
1,146000,12.2,685,1
0,42000,29.54,675,0
1,62832,29.51,680,0
0,33000,11.75,675,1
1,90000,23.44,670,0
1,225000,5,735,1
0,55000,16.63,660,1
1,60000,16.3,705,1
1,91000,23.55,670,1
1,93000,24.21,715,1
0,60000,23.54,670,1
1,60000,15.72,720,1
1,57000,11.68,715,1
1,30000,13.36,695,1
1,52000,30.65,710,1
1,20448,22.89,725,1
0,41000,23.98,695,1
1,95000,13.58,715,1
1,55000,9.99,725,1
1,60000,26.12,660,0
1,113316,21.71,690,1
0,105000,12.22,695,0
1,152000,17.18,690,1
1,93000,29.1,730,1
0,24000,15.65,735,1
1,90850,26.88,755,0
1,115000,12.92,810,1
1,62000,11.01,675,1
1,54000,15.4,705,1
1,55000,27.73,700,1
1,215000,15.51,710,0
0,110000,10.45,705,1
0,23000,12.37,660,1
1,26000,20.73,660,0
0,29000,34.19,680,0
0,47000,16.57,695,1
1,75000,9.74,715,1
1,64000,5.33,680,1
0,25000,10.85,730,1
0,72000,13.71,695,1
0,70000,16.66,750,0
1,34000,31.38,715,1
1,60000,18.82,700,0
0,72000,13.85,680,1
1,53000,8.45,660,1
0,48000,24.23,660,1
0,30000,22.36,660,0
0,72000,13.33,770,1
0,30950,22.76,715,1
1,113000,24.28,675,1
1,66713,11.48,695,0
1,100000,23.34,680,1
1,32000,12.79,695,1
1,350000,11.86,705,1
1,92500,32.39,715,1
1,21000,33.43,660,1
1,140000,3.08,675,1
0,35000,32.06,670,0
1,55000,12.85,750,1
0,95500,17.09,685,0
1,55000,29.63,715,1
0,31000,13.39,690,1
1,65000,33.75,700,0
1,88000,18.45,665,0
0,50000,9.12,685,1
0,57000,21.73,685,1
1,124000,16.36,700,1
1,85000,14.74,710,1
1,100000,8.07,810,1
1,68000,15.3,660,0
0,46000,17.77,735,1
1,100000,17.39,690,1
1,56000,26.38,660,1
0,33000,8.07,715,1
1,135000,28.1,715,1
1,76000,18.3,750,1
1,85000,15.54,690,1
0,26000,14.27,660,1
1,37000,19.36,695,0
0,48000,10.5,705,1
1,110000,30.9,665,0
0,80000,14.03,745,1
1,41000,30.83,660,1
0,22150,20.22,665,0
1,68500,22.7,745,1
1,85000,9.6,670,1
0,35000,9.98,690,1
1,90000,13.17,725,1
1,26976,21.31,680,1
1,62000,24.02,705,1
1,56520,20.4,685,0
0,75000,9.38,735,1
0,152004,16.92,730,0
0,45000,32.67,665,0
1,74500,23.61,710,1
1,71000,19.38,740,1
1,75000,34.96,675,1
1,75000,3.04,660,1
0,60000,10.56,665,1
0,37000,18.75,670,1
1,24575,23.25,675,1
1,120000,22.75,705,1
0,50000,20.66,695,0
0,70000,26.3,745,1
0,95000,4.03,665,1
0,58000,16.33,660,1
0,73000,15.35,670,1
1,70000,19.51,675,1
0,62500,22.19,720,0
0,49900,6.66,705,1
1,25000,20.69,700,0
0,51750,24.3,670,0
1,95000,22.39,705,1
0,50000,22.88,710,1
1,53000,23.51,705,1
0,34000,16.38,680,0
1,70000,30.58,675,0
0,62000,24.14,730,1
0,67000,28.55,715,1
0,63000,26.75,705,1
0,35000,13.99,665,1
0,60000,9.76,695,1
1,25576.8,8.96,715,0
0,55000,22.63,700,0
1,34985,2.92,695,1
1,115000,14.77,720,1
1,105000,19.37,740,1
0,52500,16.07,670,1
1,55000,10.39,675,0
0,120000,3.18,680,0
1,80000,22.18,795,1
1,48800,26.49,715,1
0,44562,29.38,690,1
1,62500,18.47,715,1
1,70000,30.86,670,0
1,250000,9.57,695,0
0,100000,14.29,675,1
1,31200,7.73,710,1
1,190000,13.19,685,1
0,72342,24.65,680,1
1,45000,22.64,725,1
1,85000,20.44,690,1
1,60000,13.25,705,0
1,106652,29.58,685,0
0,26000,28.44,670,1
0,23000,31.94,675,0
0,39392,15.84,710,1
1,200000,21.31,670,1
0,78000,22.79,680,0
1,82000,18.7,675,1
1,120000,15.19,740,0
1,120000,27.65,670,1
1,25000,25.68,665,1
1,72000,19.05,680,1
0,42000,20.09,670,1
1,59000,5.19,665,0
1,249000,4.58,695,1
0,65000,2.49,660,1
0,31000,13.36,685,1
1,73000,6.99,695,0
1,40000,31.83,700,0
0,30000,26.2,730,1
1,70000,21.86,670,1
1,50000,13.82,660,1
1,90000,15.11,725,1
1,80000,17.3,680,1
0,40000,15.45,695,1
1,85000,26.23,695,1
1,80000,11.51,725,1
1,65000,15.86,680,0
1,63835,21.64,805,1
1,80000,10.47,720,1
1,95000,17.77,660,1
1,125000,9.85,660,1
1,45000,23.71,690,1
1,75000,17.17,755,0
1,61000,14.42,690,1
1,52600,29.17,725,1
0,49000,20.87,715,1
0,64000,8.55,695,1
1,105000,12.17,675,1
1,74000,22.84,670,1
1,77250,24.93,660,1
0,95000,7.82,670,1
1,60000,7.44,675,1
0,60000,17.12,745,1
1,83000,6.2,685,1
0,18400,11.35,735,1
0,60000,24.9,695,1
1,120000,6.23,720,1
0,40000,33.99,710,1
1,78000,11.69,700,1
0,70000,0.62,680,1
1,31000,29.69,670,1
1,82000,11.39,725,1
1,49214,32.75,670,0
1,35000,18.35,665,0
0,38000,15.26,665,1
1,80000,18.36,670,0
1,85000,14.88,725,1
0,43430,37.94,675,1
1,141430,25.34,660,1
1,58000,14.86,725,1
0,80000,24.56,665,1
1,44000,22.07,685,0
1,40000,37.02,725,1
0,250000,9.94,665,0
0,40700,28.96,680,0
0,48000,15.1,690,1
1,51000,14.38,695,1
0,60000,12.14,710,0
1,50000,13.83,685,0
1,59000,17.43,670,1
1,70000,13.78,730,1
0,36000,22.97,720,1
1,28236,31.53,710,0
1,80000,8.74,685,1
1,80000,15.92,690,1
0,80000,16.35,670,1
0,23000,12.47,685,1
1,52000,8.58,690,1
1,70200,1.5,725,1
1,55500,14.25,670,1
1,87000,16.97,695,1
1,70000,21.34,690,1
1,42000,19.06,680,1
0,50000,17.31,710,1
1,38000,6.57,665,1
1,58000,24.81,695,0
1,100000,11.28,730,0
0,75000,7.7,675,1
0,35000,13.85,675,1
0,100000,24.16,710,1
0,69000,14.12,705,1
0,73000,34.9,725,1
1,40000,26.49,710,1
0,99000,5.05,685,1
1,75000,12.43,690,1
1,322000,11.27,680,1
1,124000,10.99,660,1
1,84017,36.01,665,0
1,130000,16.44,715,1
0,160000,10.37,700,1
0,103000,12.28,695,1
0,41000,5.03,690,1
1,52000,11.17,710,1
1,48000,13.18,700,1
1,60000,31.12,685,1
1,35000,1.61,730,1
0,37000,5.22,710,1
1,80000,16.73,670,0
1,185000,19.83,660,1
1,10272,4.09,670,1
1,490000,2.26,675,1
1,35000,13.31,660,1
1,52536,12.86,665,0
0,80000,3.89,675,1
1,80000,17.06,695,1
1,65000,34.56,680,0
1,135000,21.39,725,1
1,55000,18.92,700,1
0,86000,14.13,765,1
0,26652,23.41,735,0
0,72000,22.78,685,1
0,40000,19.44,660,0
1,100000,6.04,665,1
0,55000,26.64,715,1
0,105000,16.11,730,1
1,75000,13.52,685,1
1,65000,15.75,705,1
1,330000,5.11,715,1
0,67800,20.19,660,1
0,31000,8.52,715,1
0,77500,4.46,720,1
0,43000,25.9,730,1
1,36000,30.77,715,1
1,80000,5.1,660,1
1,65000,31.24,680,0
1,65000,32.71,685,1
0,44000,19.89,695,1
1,54000,3.98,700,1
0,60000,19.12,665,1
0,54000,18.38,675,1
1,80000,18.22,705,1
1,73000,7.66,700,1
0,24000,12.5,670,1
1,30000,17.32,660,1
1,58240,38.33,690,0
1,120000,25.93,680,0
1,485000,8.58,685,1
1,90000,8.95,730,1
0,72000,12.39,670,1
1,110000,7.35,680,0
1,50480,34.02,675,1
0,39850,18.86,660,1
0,70000,16.06,690,1
1,73170,11.53,660,1
1,205000,13.23,710,1
1,83000,21.47,715,1
1,23000,33.66,710,1
1,46000,10.15,675,1
1,48000,26.62,685,1
1,63000,26.38,740,1
0,80000,23.64,680,0
1,77000,11.81,795,1
1,275000,12.8,700,1
1,75200,23.28,685,1
1,94000,23.53,660,1
1,90000,9.31,685,1
1,45000,29.47,665,0
1,48712.44,18.91,770,1
1,65000,19.02,725,0
0,72000,21.49,665,1
0,60000,18.15,670,1
0,27000,26.18,680,1
1,26000,24.01,715,1
1,52000,31.48,700,1
1,48000,14.03,680,1
1,85000,22.14,695,1
1,60000,28.68,665,1
0,200000,8.2,725,0
0,50000,12.53,750,1
0,65000,16.14,665,1
1,102000,14.01,715,1
0,90000,22.07,695,1
0,54184,2.55,660,1
0,92000,6.04,705,1
0,145000,20.2,670,1
1,54000,7.1,720,1
0,60000,27.9,695,1
0,78000,17.02,710,1
1,87996,7.16,675,1
1,75000,11.09,705,1
1,54000,8.84,770,1
1,90500,12.85,690,0
0,55000,29.28,705,1
0,27144,29.22,670,1
1,69600,13.91,695,1
1,121000,27.69,730,1
1,140000,13.46,700,1
1,40000,24.75,675,1
1,55000,17.58,785,1
1,79000,1.61,795,1
1,115000,8.81,690,1
1,40000,29.31,680,1
1,33000,5.16,680,1
1,87000,10.83,785,1
1,105000,13.94,680,1
0,8796,33.97,670,1
1,40000,23.85,705,1
0,73500,24.31,695,1
0,52000,11.26,665,0
1,40000,24.51,710,1
1,126000,22.64,710,1
1,140000,14.98,725,1
0,90000,5.87,670,1
1,62000,26.69,665,1
1,58000,37.76,670,1
1,61000,11.15,685,1
0,56000,25.27,700,1
0,35000,12.55,670,1
1,85000,7.78,670,1
0,125000,19.39,705,1
1,42000,25.29,680,1
1,148000,14.34,730,1
0,70359,0.73,765,1
1,35000,30.41,730,1
0,40000,34.05,710,1
0,25000,33.7,665,1
0,150000,8.83,695,0
1,83196,31.2,695,1
1,63000,37.75,730,1
0,160000,7.84,670,1
1,87000,5.28,680,1
1,30000,51.56,665,1
1,45000,32.93,675,0
0,77000,23.52,680,1
1,30000,28,675,1
1,95000,15.07,665,0
1,40000,6.03,685,1
0,220000,14.78,760,1
0,30000,26.04,670,1
1,65000,27.2,670,1
0,42000,22.11,715,1
1,120000,19.6,715,1
0,105000,19.08,690,1
1,45000,24.21,685,1
1,48000,19.7,695,1
1,475000,11.92,695,1
1,26532,16.87,695,1
1,80000,14.25,720,1
1,65000,6.2,660,1
1,87000,3.45,680,1
1,102000,9.66,720,1
0,185000,10.05,685,0
1,69000,16.35,725,1
1,90000,22.47,710,0
1,20952,13.69,695,0
1,45400,23.42,690,1
1,62000,9.31,660,1
0,87000,31.86,700,1
0,50000,31.35,695,0
0,64000,16.44,675,1
0,55000,19.92,690,0
1,30000,19.44,670,1
1,60000,11.76,690,1
1,70221,10.46,735,1
1,70000,14.11,775,1
1,75000,19.01,680,1
1,35208,12.13,680,0
0,48000,29.45,720,1
1,41000,25.56,665,1
1,56500,27.61,670,0
1,37000,19.72,705,1
0,75190,26.16,670,0
0,50000,3.55,760,1
0,52000,27.3,705,0
1,31000,18.71,710,1
1,42000,29.4,685,0
0,120000,21.36,700,1
1,33800,20.95,685,1
1,106000,29.82,685,1
0,100000,14.4,670,0
0,72000,13.96,680,1
0,150000,20.38,685,1
1,48516,25.97,680,1
0,50000,30.94,715,1
1,90000,14.15,790,1
0,50000,16.22,675,1
1,110000,37.04,685,1
1,160000,2.46,780,1
0,100000,13.9,680,0
0,85000,33.6,685,1
1,50000,26.4,680,0
1,100000,17.8,690,1
1,85000,13.4,680,0
1,48000,16.48,660,1
0,38500,20.6,670,1
0,30000,22.4,660,1
1,80000,18.81,695,1
0,85000,18.42,660,1
0,110000,23.35,675,0
0,68181.44,29.34,700,0
1,42000,6.06,695,0
1,106839,21.54,740,0
0,62000,6.23,720,0
0,18000,15.87,660,1
0,45000,23.04,685,1
1,75000,19.6,700,0
0,80000,4.47,665,1
1,95000,14.6,725,1
0,125000,6.29,670,0
0,15000,38.88,705,1
1,45000,28.76,660,1
1,45000,33.76,700,1
1,44100,12,660,1
1,83000,25.39,675,1
0,37000,9.67,665,0
1,62000,34.96,670,0
1,90000,5.6,685,1
1,35000,4.22,725,1
1,124000,16.42,710,1
0,47000,15.6,730,1
1,75800,15.63,685,1
0,68000,16.34,675,1
1,75000,20.35,730,1
1,65000,25.74,705,1
1,70000,24.83,675,1
0,26583.24,24.6,660,1
0,50000,21.65,685,0
1,105000,9.34,785,1
0,80000,6.74,685,1
1,51000,10.38,715,1
1,40000,13.38,675,1
1,125000,31.61,685,1
0,34000,24.71,690,0
1,58000,24.08,665,1
1,100000,9.73,725,1
1,47600,7.97,725,1
0,55000,2.03,670,1
0,82676,12.46,775,1
0,30000,8.68,665,1
1,80000,20.23,670,1
0,68666,14,700,1
0,52000,10.43,660,1
0,67000,18.86,680,1
0,170000,4.64,665,1
1,50000,7.37,660,1
0,77000,18.97,690,1
0,70000,29.73,710,1
0,62000,15.06,670,1
0,48000,20.08,680,0
1,25000,18.87,680,0
0,26000,12.83,740,1
0,56000,6.56,695,0
0,60000,9.88,665,1
0,75000,27.62,685,0
0,73000,6.48,695,1
0,22000,17.24,670,1
0,27780,12.61,710,0
1,87000,15.88,690,1
1,170000,18.79,725,1
1,80000,10.53,665,1
0,63000,14,685,1
1,160000,7.76,710,1
0,56000,25.95,665,1
1,115000,23.01,685,1
1,71000,27.27,720,1
1,108355,2.88,775,1
0,24000,20.95,680,1
0,42000,11.57,670,0
0,105000,11.15,725,1
0,40000,8.49,675,0
0,22000,30.66,695,1
0,36000,16.73,660,1
1,58000,9.6,665,0
1,140000,13.94,685,1
0,34000,17.44,725,1
0,30600,10.55,735,1
0,27000,9.6,725,1
1,80000,20.48,660,1
1,75000,14.72,700,1
1,104000,9.61,740,1
0,34000,9.81,720,1
0,26000,17.54,675,1
0,65000,7.9,670,1
0,80000,11.04,685,0
0,70000,21.77,680,1
1,97000,4.05,670,1
1,125000,10.77,665,0
0,275000,15.63,710,1
1,65000,33.15,685,1
1,48000,39.53,660,1
1,48100,13.3,685,1
1,120000,0.8,740,1
1,87000,14.3,705,0
1,90000,16.65,660,1
0,27996,0.81,755,1
1,95000,30.43,685,1
0,41080,19.37,685,1
1,45000,27.28,695,1
0,47000,23.2,765,1
0,35000,30.28,660,1
0,33000,13.85,730,1
0,25000,23.67,700,0
1,110000,11.9,665,1
0,95000,19.99,675,0
1,26400,21.23,700,1
0,58000,29.22,680,0
0,150000,3.62,760,1
1,95000,5.42,665,1
0,62000,16.49,665,0
1,70000,22.46,660,1
0,35000,13.37,710,1
1,25738.8,15.16,710,1
0,45000,17.15,700,1
1,200000,5.74,785,1
0,58900,28.05,665,1
1,45058,16.49,665,1
1,89500,10.65,725,1
0,80000,15.59,730,1
1,45000,11.44,705,1
0,45000,9.17,680,1
1,97000,27.97,680,1
1,104000,24.65,670,1
1,145000,16.79,660,1
1,110000,10.93,690,1
0,90000,10.13,670,1
0,70000,20.19,690,1
0,38000,25.36,700,0
0,67300,17.44,690,1
1,106000,14.33,775,1
1,90000,26.88,695,1
0,70000,2.64,675,1
1,36000,18.43,690,1
0,79500,24.98,665,0
1,70084,24.26,680,0
0,55000,29.61,670,1
0,40000,27.54,695,0
1,71522,12.45,690,1
1,60000,24.64,665,0
1,133736,24.29,695,0
0,140000,12.28,675,1
1,46020,30.4,665,0
0,53746,34.3,715,1
0,26797,1.58,810,1
0,85000,10.28,665,1
1,80000,21.62,670,0
1,103000,32.79,770,1
1,53000,20.88,660,1
1,61500,16.79,775,1
0,38000,23.47,665,1
0,79000,19.44,660,0
1,34000,35.83,660,0
0,40000,13.38,665,0
0,67500,7.99,675,1
1,29000,25.33,660,1
0,109876,10.28,680,1
1,62000,28.42,705,1
0,27219.68,11.68,715,1
1,96000,22.69,690,1